Tid (s),Ackumulerad energi (J)
16.154,0.79404746
16.155,0.79409592
16.156,0.79414666
16.157,0.79419704
16.158,0.79424653
16.159,0.79429944
16.160,0.79435079
16.161,0.79440231
16.162,0.79445346
16.163,0.79450429
16.164,0.79455653
16.165,0.79460725
16.166,0.79465684
16.167,0.79470696
16.168,0.79475783
16.169,0.79480733
16.170,0.79485777
16.171,0.79490820
16.172,0.79495785
16.173,0.79500943
16.174,0.79505951
16.175,0.79511153
16.176,0.79516120
16.177,0.79521196
16.178,0.79526150
16.179,0.79531387
16.180,0.79536481
16.181,0.79541570
16.182,0.79546602
16.183,0.79551677
16.184,0.79556866
16.185,0.79561986
16.186,0.79567020
16.187,0.79572049
16.188,0.79577177
16.189,0.79582311
16.190,0.79587466
16.191,0.79592696
16.192,0.79597878
16.193,0.79603124
16.194,0.79608234
16.195,0.79613339
16.196,0.79618467
16.197,0.79623585
16.198,0.79628754
16.199,0.79633802
16.200,0.79638909
16.201,0.79644006
16.202,0.79648980
16.203,0.79654059
16.204,0.79659303
16.205,0.79664372
16.206,0.79669404
16.207,0.79674497
16.208,0.79679698
16.209,0.79684802
16.210,0.79689793
16.211,0.79695081
16.212,0.79700153
16.213,0.79705496
16.214,0.79710820
16.215,0.79715905
16.216,0.79721094
16.217,0.79726421
16.218,0.79731601
16.219,0.79736810
16.220,0.79741751
16.221,0.79746649
16.222,0.79751680
16.223,0.79756883
16.224,0.79762174
16.225,0.79767412
16.226,0.79772484
16.227,0.79777597
16.228,0.79782552
16.229,0.79787678
16.230,0.79792798
16.231,0.79797923
16.232,0.79802968
16.233,0.79808043
16.234,0.79813086
16.235,0.79818341
16.236,0.79823649
16.237,0.79828809
16.238,0.79833667
16.239,0.79838720
16.240,0.79843788
16.241,0.79848848
16.242,0.79853991
16.243,0.79859053
16.244,0.79864221
16.245,0.79869411
16.246,0.79874361
16.247,0.79879338
16.248,0.79884563
16.249,0.79889647
16.250,0.79894657
16.251,0.79899765
16.252,0.79904702
16.253,0.79909752
16.254,0.79914930
16.255,0.79920203
16.256,0.79925351
16.257,0.79930539
16.258,0.79935752
16.259,0.79940830
16.260,0.79945880
16.261,0.79951023
16.262,0.79956157
16.263,0.79961106
16.264,0.79966112
16.265,0.79971324
16.266,0.79976565
16.267,0.79981836
16.268,0.79986828
16.269,0.79992135
16.270,0.79997262
16.271,0.80002357
16.272,0.80007583
16.273,0.80012507
16.274,0.80017576
16.275,0.80022753
16.276,0.80027769
16.277,0.80032445
16.278,0.80037221
16.279,0.80041867
16.280,0.80046411
16.281,0.80050861
16.282,0.80055621
16.283,0.80060271
16.284,0.80065088
16.285,0.80069669
16.286,0.80074500
16.287,0.80079158
16.288,0.80083969
16.289,0.80088770
16.290,0.80093385
16.291,0.80097988
16.292,0.80102639
16.293,0.80107163
16.294,0.80111701
16.295,0.80116397
16.296,0.80120973
16.297,0.80125659
16.298,0.80130355
16.299,0.80135102
16.300,0.80139648
16.301,0.80144370
16.302,0.80149134
16.303,0.80153881
16.304,0.80158585
16.305,0.80163322
16.306,0.80168036
16.307,0.80172809
16.308,0.80177375
16.309,0.80181938
16.310,0.80186758
16.311,0.80191517
16.312,0.80196228
16.313,0.80200742
16.314,0.80205467
16.315,0.80210007
16.316,0.80214812
16.317,0.80219538
16.318,0.80224469
16.319,0.80229197
16.320,0.80233896
16.321,0.80238697
16.322,0.80243339
16.323,0.80247970
16.324,0.80252783
16.325,0.80257521
16.326,0.80262200
16.327,0.80267017
16.328,0.80271919
16.329,0.80276649
16.330,0.80281358
16.331,0.80286028
16.332,0.80290782
16.333,0.80295412
16.334,0.80300024
16.335,0.80304679
16.336,0.80309429
16.337,0.80314178
16.338,0.80318768
16.339,0.80323404
16.340,0.80328038
16.341,0.80332691
16.342,0.80337420
16.343,0.80342169
16.344,0.80346825
16.345,0.80351582
16.346,0.80356402
16.347,0.80361200
16.348,0.80365823
16.349,0.80370537
16.350,0.80375354
16.351,0.80380047
16.352,0.80384721
16.353,0.80389268
16.354,0.80394062
16.355,0.80398705
16.356,0.80403321
16.357,0.80408088
16.358,0.80412910
16.359,0.80417710
16.360,0.80422372
16.361,0.80427174
16.362,0.80431867
16.363,0.80436457
16.364,0.80441153
16.365,0.80446018
16.366,0.80450591
16.367,0.80455302
16.368,0.80460080
16.369,0.80464863
16.370,0.80469645
16.371,0.80474363
16.372,0.80479018
16.373,0.80483603
16.374,0.80488450
16.375,0.80493249
16.376,0.80498035
16.377,0.80502679
16.378,0.80507439
16.379,0.80512118
16.380,0.80516979
16.381,0.80521887
16.382,0.80526540
16.383,0.80531366
16.384,0.80536049
16.385,0.80540735
16.386,0.80545415
16.387,0.80550078
16.388,0.80554764
16.389,0.80559384
16.390,0.80564058
16.391,0.80568633
16.392,0.80573217
16.393,0.80577934
16.394,0.80582732
16.395,0.80587375
16.396,0.80592082
16.397,0.80596844
16.398,0.80601571
16.399,0.80606261
16.400,0.80611112
16.401,0.80615648
16.402,0.80620206
16.403,0.80624923
16.404,0.80629527
16.405,0.80634143
16.406,0.80638859
16.407,0.80643546
16.408,0.80648309
16.409,0.80653027
16.410,0.80657654
16.411,0.80662213
16.412,0.80666833
16.413,0.80671695
16.414,0.80676270
16.415,0.80680965
16.416,0.80685694
16.417,0.80690510
16.418,0.80695232
16.419,0.80699946
16.420,0.80704409
16.421,0.80709065
16.422,0.80713884
16.423,0.80718728
16.424,0.80723631
16.425,0.80728383
16.426,0.80733190
16.427,0.80737759
16.428,0.80742523
16.429,0.80747273
16.430,0.80751969
16.431,0.80756787
16.432,0.80761450
16.433,0.80766217
16.434,0.80770888
16.435,0.80775542
16.436,0.80780498
16.437,0.80785145
16.438,0.80789834
16.439,0.80794585
16.440,0.80799293
16.441,0.80804033
16.442,0.80808620
16.443,0.80813397
16.444,0.80818139
16.445,0.80822698
16.446,0.80827391
16.447,0.80832224
16.448,0.80836871
16.449,0.80841591
16.450,0.80846267
16.451,0.80851142
16.452,0.80855911
16.453,0.80860733
16.454,0.80865453
16.455,0.80870180
16.456,0.80874922
16.457,0.80879707
16.458,0.80884272
16.459,0.80889027
16.460,0.80893753
16.461,0.80898486
16.462,0.80903228
16.463,0.80907874
16.464,0.80912498
16.465,0.80917184
16.466,0.80921961
16.467,0.80926649
16.468,0.80931313
16.469,0.80936101
16.470,0.80940784
16.471,0.80945449
16.472,0.80950136
16.473,0.80954791
16.474,0.80959583
16.475,0.80964343
16.476,0.80969109
16.477,0.80973909
16.478,0.80978847
16.479,0.80983589
16.480,0.80988137
16.481,0.80992801
16.482,0.80997577
16.483,0.81002290
16.484,0.81006904
16.485,0.81011603
16.486,0.81016347
16.487,0.81021029
16.488,0.81025518
16.489,0.81030231
16.490,0.81034777
16.491,0.81039417
16.492,0.81044056
16.493,0.81048671
16.494,0.81053306
16.495,0.81057915
16.496,0.81062685
16.497,0.81067335
16.498,0.81072028
16.499,0.81076698
16.500,0.81081582
16.501,0.81086326
16.502,0.81091011
16.503,0.81095706
16.504,0.81100297
16.505,0.81105094
16.506,0.81109889
16.507,0.81114536
16.508,0.81119368
16.509,0.81124091
16.510,0.81128675
16.511,0.81133316
16.512,0.81138125
16.513,0.81142667
16.514,0.81147293
16.515,0.81152096
16.516,0.81156746
16.517,0.81161568
16.518,0.81166362
16.519,0.81171167
16.520,0.81175749
16.521,0.81180298
16.522,0.81185069
16.523,0.81190021
16.524,0.81194776
16.525,0.81199482
16.526,0.81204122
16.527,0.81208808
16.528,0.81213530
16.529,0.81218035
16.530,0.81222835
16.531,0.81227423
16.532,0.81232025
16.533,0.81236678
16.534,0.81241422
16.535,0.81246174
16.536,0.81250896
16.537,0.81255948
16.538,0.81261030
16.539,0.81266129
16.540,0.81271185
16.541,0.81276171
16.542,0.81281384
16.543,0.81286579
16.544,0.81291627
16.545,0.81296671
16.546,0.81302015
16.547,0.81307183
16.548,0.81312321
16.549,0.81317411
16.550,0.81322387
16.551,0.81327381
16.552,0.81332391
16.553,0.81337528
16.554,0.81342704
16.555,0.81347978
16.556,0.81353093
16.557,0.81358124
16.558,0.81363212
16.559,0.81368477
16.560,0.81373626
16.561,0.81378807
16.562,0.81383951
16.563,0.81389000
16.564,0.81394029
16.565,0.81398974
16.566,0.81404000
16.567,0.81409332
16.568,0.81414384
16.569,0.81419531
16.570,0.81424595
16.571,0.81429593
16.572,0.81434534
16.573,0.81439585
16.574,0.81444720
16.575,0.81449938
16.576,0.81455056
16.577,0.81460019
16.578,0.81465140
16.579,0.81470105
16.580,0.81475007
16.581,0.81479978
16.582,0.81485072
16.583,0.81490341
16.584,0.81495335
16.585,0.81500410
16.586,0.81505490
16.587,0.81510593
16.588,0.81515806
16.589,0.81520933
16.590,0.81525924
16.591,0.81530950
16.592,0.81536130
16.593,0.81541158
16.594,0.81546266
16.595,0.81551480
16.596,0.81556642
16.597,0.81561683
16.598,0.81566866
16.599,0.81572122
16.600,0.81577309
16.601,0.81582424
16.602,0.81587652
16.603,0.81592590
16.604,0.81597810
16.605,0.81603041
16.606,0.81608237
16.607,0.81613415
16.608,0.81618583
16.609,0.81623561
16.610,0.81628579
16.611,0.81633561
16.612,0.81638795
16.613,0.81643903
16.614,0.81649147
16.615,0.81654181
16.616,0.81659359
16.617,0.81664525
16.618,0.81669552
16.619,0.81674685
16.620,0.81679750
16.621,0.81684740
16.622,0.81689817
16.623,0.81694919
16.624,0.81700029
16.625,0.81705053
16.626,0.81710180
16.627,0.81715398
16.628,0.81720570
16.629,0.81725611
16.630,0.81730680
16.631,0.81735864
16.632,0.81740956
16.633,0.81746294
16.634,0.81751400
16.635,0.81756510
16.636,0.81761529
16.637,0.81766758
16.638,0.81771970
16.639,0.81777131
16.640,0.81781997
16.641,0.81787201
16.642,0.81792327
16.643,0.81797453
16.644,0.81802511
16.645,0.81807726
16.646,0.81812664
16.647,0.81817603
16.648,0.81822557
16.649,0.81827685
16.650,0.81832840
16.651,0.81837933
16.652,0.81843153
16.653,0.81848115
16.654,0.81853284
16.655,0.81858306
16.656,0.81863383
16.657,0.81868485
16.658,0.81873570
16.659,0.81878669
16.660,0.81883707
16.661,0.81888841
16.662,0.81893914
16.663,0.81899030
16.664,0.81903942
16.665,0.81909002
16.666,0.81914066
16.667,0.81919194
16.668,0.81924229
16.669,0.81929493
16.670,0.81934587
16.671,0.81939837
16.672,0.81944856
16.673,0.81949995
16.674,0.81955233
16.675,0.81960401
16.676,0.81965621
16.677,0.81970771
16.678,0.81975920
16.679,0.81980934
16.680,0.81985895
16.681,0.81991008
16.682,0.81996290
16.683,0.82001489
16.684,0.82006631
16.685,0.82011740
16.686,0.82016775
16.687,0.82021612
16.688,0.82026759
16.689,0.82032027
16.690,0.82037080
16.691,0.82042214
16.692,0.82047173
16.693,0.82052356
16.694,0.82057391
16.695,0.82062696
16.696,0.82067565
16.697,0.82072701
16.698,0.82077905
16.699,0.82083209
16.700,0.82088279
16.701,0.82093510
16.702,0.82098576
16.703,0.82103691
16.704,0.82108704
16.705,0.82113790
16.706,0.82118901
16.707,0.82123973
16.708,0.82128956
16.709,0.82133955
16.710,0.82139022
16.711,0.82144061
16.712,0.82149109
16.713,0.82154299
16.714,0.82159334
16.715,0.82164437
16.716,0.82169631
16.717,0.82174727
16.718,0.82179839
16.719,0.82184914
16.720,0.82189820
16.721,0.82194822
16.722,0.82199787
16.723,0.82204871
16.724,0.82209992
16.725,0.82215182
16.726,0.82220267
16.727,0.82225354
16.728,0.82230496
16.729,0.82235759
16.730,0.82240791
16.731,0.82246045
16.732,0.82251047
16.733,0.82256153
16.734,0.82261266
16.735,0.82266294
16.736,0.82271304
16.737,0.82276417
16.738,0.82281627
16.739,0.82286799
16.740,0.82291811
16.741,0.82297053
16.742,0.82302045
16.743,0.82307029
16.744,0.82312136
16.745,0.82317276
16.746,0.82322456
16.747,0.82327602
16.748,0.82332716
16.749,0.82337709
16.750,0.82342957
16.751,0.82348109
16.752,0.82353050
16.753,0.82358051
16.754,0.82363208
16.755,0.82368317
16.756,0.82373359
16.757,0.82378410
16.758,0.82383503
16.759,0.82388688
16.760,0.82393711
16.761,0.82398785
16.762,0.82403965
16.763,0.82408997
16.764,0.82414146
16.765,0.82419158
16.766,0.82424365
16.767,0.82429274
16.768,0.82434367
16.769,0.82439339
16.770,0.82444490
16.771,0.82449624
16.772,0.82454867
16.773,0.82459952
16.774,0.82465067
16.775,0.82470069
16.776,0.82475312
16.777,0.82480264
16.778,0.82485278
16.779,0.82490570
16.780,0.82495729
16.781,0.82500648
16.782,0.82505592
16.783,0.82510645
16.784,0.82515718
16.785,0.82520960
16.786,0.82526144
16.787,0.82531202
16.788,0.82536349
16.789,0.82541372
16.790,0.82546484
16.791,0.82551556
16.792,0.82556743
16.793,0.82561886
16.794,0.82567106
16.795,0.82572278
16.796,0.82577429
16.797,0.82582448
16.798,0.82587558
16.799,0.82592572
16.800,0.82597700
16.801,0.82602800
16.802,0.82607827
16.803,0.82613029
16.804,0.82618391
16.805,0.82623442
16.806,0.82628460
16.807,0.82633533
16.808,0.82638716
16.809,0.82643716
16.810,0.82648725
16.811,0.82653702
16.812,0.82658819
16.813,0.82663881
16.814,0.82668970
16.815,0.82674002
16.816,0.82679299
16.817,0.82684462
16.818,0.82689599
16.819,0.82694856
16.820,0.82699896
16.821,0.82704950
16.822,0.82710105
16.823,0.82715262
16.824,0.82720306
16.825,0.82725230
16.826,0.82730552
16.827,0.82735620
16.828,0.82740839
16.829,0.82745957
16.830,0.82751243
16.831,0.82756443
16.832,0.82761572
16.833,0.82766727
16.834,0.82771715
16.835,0.82776665
16.836,0.82781557
16.837,0.82786857
16.838,0.82791795
16.839,0.82796809
16.840,0.82801863
16.841,0.82807024
16.842,0.82811892
16.843,0.82816835
16.844,0.82821933
16.845,0.82826892
16.846,0.82832044
16.847,0.82836960
16.848,0.82841955
16.849,0.82847203
16.850,0.82852315
16.851,0.82857508
16.852,0.82862599
16.853,0.82867727
16.854,0.82872800
16.855,0.82877946
16.856,0.82882965
16.857,0.82888154
16.858,0.82893229
16.859,0.82898507
16.860,0.82903578
16.861,0.82908701
16.862,0.82913881
16.863,0.82918887
16.864,0.82924011
16.865,0.82929202
16.866,0.82934317
16.867,0.82939324
16.868,0.82944541
16.869,0.82949672
16.870,0.82954769
16.871,0.82959802
16.872,0.82964859
16.873,0.82970100
16.874,0.82975220
16.875,0.82980261
16.876,0.82985189
16.877,0.82990299
16.878,0.82995309
16.879,0.83000316
16.880,0.83005325
16.881,0.83010407
16.882,0.83015602
16.883,0.83020537
16.884,0.83025586
16.885,0.83030747
16.886,0.83035699
16.887,0.83040818
16.888,0.83046113
16.889,0.83051220
16.890,0.83056306
16.891,0.83061415
16.892,0.83066210
16.893,0.83071196
16.894,0.83076374
16.895,0.83081459
16.896,0.83086531
16.897,0.83091568
16.898,0.83096651
16.899,0.83101863
16.900,0.83107041
16.901,0.83112201
16.902,0.83117148
16.903,0.83122394
16.904,0.83127423
16.905,0.83132575
16.906,0.83137606
16.907,0.83142648
16.908,0.83147733
16.909,0.83152771
16.910,0.83157938
16.911,0.83162953
16.912,0.83168092
16.913,0.83173122
16.914,0.83178239
16.915,0.83183226
16.916,0.83188381
16.917,0.83193542
16.918,0.83198703
16.919,0.83203919
16.920,0.83209051
16.921,0.83214251
16.922,0.83219403
16.923,0.83224368
16.924,0.83229447
16.925,0.83234583
16.926,0.83239736
16.927,0.83244836
16.928,0.83249931
16.929,0.83254925
16.930,0.83260087
16.931,0.83265190
16.932,0.83270180
16.933,0.83275344
16.934,0.83280580
16.935,0.83285539
16.936,0.83290487
16.937,0.83295477
16.938,0.83300664
16.939,0.83305868
16.940,0.83311025
16.941,0.83316296
16.942,0.83321348
16.943,0.83326452
16.944,0.83331505
16.945,0.83336700
16.946,0.83341785
16.947,0.83346949
16.948,0.83352103
16.949,0.83357110
16.950,0.83362304
16.951,0.83367403
16.952,0.83372544
16.953,0.83377689
16.954,0.83382879
16.955,0.83387843
16.956,0.83392789
16.957,0.83397647
16.958,0.83402651
16.959,0.83407741
16.960,0.83412895
16.961,0.83418083
16.962,0.83423278
16.963,0.83428397
16.964,0.83433409
16.965,0.83438501
16.966,0.83443574
16.967,0.83448444
16.968,0.83453423
16.969,0.83458279
16.970,0.83463243
16.971,0.83468465
16.972,0.83473654
16.973,0.83478672
16.974,0.83483804
16.975,0.83488643
16.976,0.83493864
16.977,0.83498954
16.978,0.83504040
16.979,0.83509177
16.980,0.83514275
16.981,0.83519139
16.982,0.83524217
16.983,0.83529305
16.984,0.83534306
16.985,0.83539482
16.986,0.83544344
16.987,0.83549578
16.988,0.83554540
16.989,0.83559714
16.990,0.83564847
16.991,0.83569858
16.992,0.83575210
16.993,0.83580286
16.994,0.83585405
16.995,0.83590450
16.996,0.83595753
16.997,0.83600981
16.998,0.83606201
16.999,0.83611450
17.000,0.83616603
17.001,0.83621782
17.002,0.83626769
17.003,0.83631932
17.004,0.83637017
17.005,0.83642109
17.006,0.83647230
17.007,0.83652357
17.008,0.83657449
17.009,0.83662637
17.010,0.83667852
17.011,0.83673014
17.012,0.83678066
17.013,0.83683093
17.014,0.83688324
17.015,0.83693221
17.016,0.83698350
17.017,0.83703543
17.018,0.83708709
17.019,0.83713773
17.020,0.83718965
17.021,0.83724140
17.022,0.83729279
17.023,0.83734426
17.024,0.83739572
17.025,0.83744574
17.026,0.83749690
17.027,0.83754692
17.028,0.83759782
17.029,0.83764910
17.030,0.83769921
17.031,0.83775104
17.032,0.83780024
17.033,0.83785239
17.034,0.83790386
17.035,0.83795146
17.036,0.83799685
17.037,0.83804325
17.038,0.83809122
17.039,0.83813863
17.040,0.83818446
17.041,0.83823244
17.042,0.83828028
17.043,0.83832748
17.044,0.83837538
17.045,0.83842328
17.046,0.83846898
17.047,0.83851495
17.048,0.83856221
17.049,0.83860968
17.050,0.83865861
17.051,0.83870488
17.052,0.83875177
17.053,0.83879919
17.054,0.83884841
17.055,0.83889555
17.056,0.83894282
17.057,0.83899203
17.058,0.83903801
17.059,0.83908676
17.060,0.83913371
17.061,0.83918136
17.062,0.83922745
17.063,0.83927349
17.064,0.83932011
17.065,0.83936764
17.066,0.83941561
17.067,0.83946079
17.068,0.83950676
17.069,0.83955383
17.070,0.83960150
17.071,0.83964974
17.072,0.83969611
17.073,0.83974284
17.074,0.83979010
17.075,0.83983820
17.076,0.83988485
17.077,0.83993214
17.078,0.83997891
17.079,0.84002594
17.080,0.84007334
17.081,0.84011941
17.082,0.84016416
17.083,0.84021100
17.084,0.84025699
17.085,0.84030550
17.086,0.84035290
17.087,0.84039966
17.088,0.84044572
17.089,0.84049351
17.090,0.84054171
17.091,0.84058615
17.092,0.84063256
17.093,0.84068049
17.094,0.84072577
17.095,0.84077248
17.096,0.84082075
17.097,0.84086855
17.098,0.84091615
17.099,0.84096374
17.100,0.84101038
17.101,0.84105653
17.102,0.84110597
17.103,0.84115201
17.104,0.84119945
17.105,0.84124594
17.106,0.84129184
17.107,0.84133970
17.108,0.84138517
17.109,0.84143182
17.110,0.84147801
17.111,0.84152545
17.112,0.84157305
17.113,0.84161940
17.114,0.84166643
17.115,0.84171416
17.116,0.84176193
17.117,0.84180923
17.118,0.84185574
17.119,0.84190268
17.120,0.84194840
17.121,0.84199510
17.122,0.84204339
17.123,0.84208925
17.124,0.84213692
17.125,0.84218397
17.126,0.84222930
17.127,0.84227427
17.128,0.84232148
17.129,0.84236677
17.130,0.84241322
17.131,0.84245812
17.132,0.84250430
17.133,0.84254876
17.134,0.84259665
17.135,0.84264462
17.136,0.84269274
17.137,0.84273980
17.138,0.84278586
17.139,0.84283239
17.140,0.84287865
17.141,0.84292727
17.142,0.84297312
17.143,0.84301962
17.144,0.84306732
17.145,0.84311491
17.146,0.84316198
17.147,0.84321018
17.148,0.84325775
17.149,0.84330473
17.150,0.84335191
17.151,0.84339833
17.152,0.84344573
17.153,0.84349308
17.154,0.84353945
17.155,0.84358622
17.156,0.84363247
17.157,0.84368092
17.158,0.84372761
17.159,0.84377351
17.160,0.84382060
17.161,0.84386682
17.162,0.84391362
17.163,0.84396112
17.164,0.84400855
17.165,0.84405458
17.166,0.84410026
17.167,0.84414634
17.168,0.84419396
17.169,0.84423813
17.170,0.84428669
17.171,0.84433303
17.172,0.84437959
17.173,0.84442666
17.174,0.84447227
17.175,0.84451751
17.176,0.84456465
17.177,0.84461156
17.178,0.84465793
17.179,0.84470640
17.180,0.84475413
17.181,0.84480075
17.182,0.84484893
17.183,0.84489523
17.184,0.84494396
17.185,0.84499241
17.186,0.84503789
17.187,0.84508651
17.188,0.84513315
17.189,0.84517911
17.190,0.84522397
17.191,0.84527029
17.192,0.84531823
17.193,0.84536418
17.194,0.84541081
17.195,0.84545875
17.196,0.84550602
17.197,0.84555242
17.198,0.84559801
17.199,0.84564612
17.200,0.84569356
17.201,0.84573791
17.202,0.84578662
17.203,0.84583418
17.204,0.84588233
17.205,0.84592882
17.206,0.84597645
17.207,0.84602242
17.208,0.84606883
17.209,0.84611536
17.210,0.84616137
17.211,0.84620891
17.212,0.84625649
17.213,0.84630341
17.214,0.84635097
17.215,0.84639733
17.216,0.84644456
17.217,0.84648900
17.218,0.84653537
17.219,0.84658260
17.220,0.84663056
17.221,0.84667736
17.222,0.84672473
17.223,0.84677209
17.224,0.84682000
17.225,0.84686953
17.226,0.84691592
17.227,0.84696234
17.228,0.84701076
17.229,0.84705836
17.230,0.84710462
17.231,0.84715115
17.232,0.84719872
17.233,0.84724604
17.234,0.84729318
17.235,0.84733968
17.236,0.84738417
17.237,0.84743111
17.238,0.84747873
17.239,0.84752418
17.240,0.84757083
17.241,0.84761908
17.242,0.84766733
17.243,0.84771394
17.244,0.84776036
17.245,0.84780746
17.246,0.84785407
17.247,0.84790188
17.248,0.84794878
17.249,0.84799464
17.250,0.84804016
17.251,0.84808692
17.252,0.84813417
17.253,0.84817967
17.254,0.84822727
17.255,0.84827538
