Level	Date and Time	Source	Event ID	Task Category
Information	14-11-2021 12:59:14	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	14-11-2021 12:59:10	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: System Idle"
Information	14-11-2021 12:59:05	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 26 to 28.

Reason: 12"
Information	14-11-2021 12:48:42	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 25 to 26.

Reason: 12"
Information	14-11-2021 12:00:00	EventLog	6013	None	The system uptime is 15440 seconds.
Information	14-11-2021 11:17:16	Microsoft-Windows-Kernel-Power	105	(100)	Power source change.
Information	14-11-2021 11:10:57	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 23 to 25.

Reason: 12"
Information	14-11-2021 11:10:52	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 22 to 23.

Reason: 12"
Information	14-11-2021 11:10:47	Microsoft-Windows-Kernel-Power	105	(100)	Power source change.
Information	14-11-2021 11:08:32	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\5A894077.McAfeeSecurity_2.1.68.0_x64__wafk5atnkzcwy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	14-11-2021 11:07:46	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	14-11-2021 11:04:34	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information	14-11-2021 11:04:05	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	14-11-2021 11:04:05	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	14-11-2021 11:03:57	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	14-11-2021 11:03:53	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	14-11-2021 11:03:53	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	14-11-2021 11:03:53	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	14-11-2021 11:03:41	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	14-11-2021 11:03:40	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	14-11-2021 11:03:40	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Error	14-11-2021 11:02:55	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{9F961AE3-9423-4C8B-AB48-B1886999008B} because another computer on the network has the same name.  The server could not start.
Information	14-11-2021 11:02:50	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2021‎-‎11‎-‎14T05:31:04.722982700Z
Wake Time: ‎2021‎-‎11‎-‎14T05:32:45.333095700Z

Wake Source: Unknown"
Information	14-11-2021 11:02:45	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 20 to 22.

Reason: 12"
Information	14-11-2021 11:02:45	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 19 to 20.

Reason: 12"
Information	14-11-2021 11:02:45	Microsoft-Windows-Kernel-Boot	32	(58)	The bootmgr spent 0 ms waiting for user input.
Information	14-11-2021 11:02:45	Microsoft-Windows-Kernel-Boot	18	(57)	There are 0x1 boot options on this system.
Information	14-11-2021 11:02:45	Microsoft-Windows-Kernel-Boot	30	(21)	The firmware reported boot metrics.
Error	14-11-2021 11:02:48	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{59426481-F96A-490F-9157-08A6F626BD36} because another computer on the network has the same name.  The server could not start.
Information	14-11-2021 11:02:43	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2021‎-‎11‎-‎14T05:32:43.500000000Z from ‎2021‎-‎11‎-‎14T05:31:16.394324400Z.

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ‎2021‎-‎11‎-‎14T11:02:43.500000000Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
Information	14-11-2021 11:01:16	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	14-11-2021 11:01:09	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: Battery"
Information	14-11-2021 11:01:05	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 18 to 19.

Reason: 12"
Information	14-11-2021 11:01:04	Microsoft-Windows-Kernel-Power	524	(223)	Critical Battery Trigger Met
Information	14-11-2021 11:01:02	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information	14-11-2021 11:00:58	Microsoft-Windows-Kernel-Power	105	(100)	Power source change.
Information	14-11-2021 11:00:30	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2021‎-‎11‎-‎14T04:53:49.161049900Z
Wake Time: ‎2021‎-‎11‎-‎14T05:30:26.771375400Z

Wake Source: Power Button"
Error	14-11-2021 11:00:29	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{59426481-F96A-490F-9157-08A6F626BD36} because another computer on the network has the same name.  The server could not start.
Information	14-11-2021 11:00:26	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 16 to 18.

Reason: 12"
Information	14-11-2021 11:00:26	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 15 to 16.

Reason: 12"
Information	14-11-2021 11:00:23	Microsoft-Windows-Kernel-Power	130	(33)	Firmware S3 times. SuspendStart: 4999549, SuspendEnd: 4999551
Information	14-11-2021 11:00:23	Microsoft-Windows-Kernel-Power	131	(33)	Firmware S3 times. ResumeCount: 3, FullResume: 1036, AverageResume: 1033
Information	14-11-2021 11:00:23	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2021‎-‎11‎-‎14T05:30:23.500000000Z from ‎2021‎-‎11‎-‎14T04:54:05.510212200Z.

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ‎2021‎-‎11‎-‎14T11:00:23.500000000Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
Information	14-11-2021 10:24:05	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	14-11-2021 10:23:59	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: System Idle"
Information	14-11-2021 10:23:50	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 13 to 15.

Reason: 12"
Information	14-11-2021 10:23:30	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 12 to 13.

Reason: 12"
Error	14-11-2021 10:04:38	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{9F961AE3-9423-4C8B-AB48-B1886999008B} because another computer on the network has the same name.  The server could not start.
Information	14-11-2021 10:03:16	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2021‎-‎11‎-‎14T04:21:33.384238100Z
Wake Time: ‎2021‎-‎11‎-‎14T04:33:11.209098500Z

Wake Source: Power Button"
Information	14-11-2021 10:03:11	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 10 to 12.

Reason: 12"
Information	14-11-2021 10:03:10	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 9 to 10.

Reason: 12"
Error	14-11-2021 10:03:12	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{59426481-F96A-490F-9157-08A6F626BD36} because another computer on the network has the same name.  The server could not start.
Information	14-11-2021 10:03:07	Microsoft-Windows-Kernel-Power	130	(33)	Firmware S3 times. SuspendStart: 3741804, SuspendEnd: 3741805
Information	14-11-2021 10:03:07	Microsoft-Windows-Kernel-Power	131	(33)	Firmware S3 times. ResumeCount: 2, FullResume: 1030, AverageResume: 1032
Information	14-11-2021 10:03:07	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2021‎-‎11‎-‎14T04:33:07.500000000Z from ‎2021‎-‎11‎-‎14T04:21:51.724322900Z.

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ‎2021‎-‎11‎-‎14T10:03:07.500000000Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
Information	14-11-2021 09:51:51	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	14-11-2021 09:51:47	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: System Idle"
Information	14-11-2021 09:51:35	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 7 to 9.

Reason: 12"
Information	14-11-2021 09:51:15	Microsoft-Windows-WindowsUpdateClient	19	Windows Update Agent	Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.353.968.0)
Information	14-11-2021 09:51:05	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 6 to 7.

Reason: 12"
Information	14-11-2021 09:50:38	Microsoft-Windows-WindowsUpdateClient	43	Windows Update Agent	Installation Started: Windows has started installing the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.353.968.0)
Information	14-11-2021 09:50:38	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	14-11-2021 09:22:11	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Warning	14-11-2021 09:21:00	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-7EVMU4TQ\mahendra SID (S-1-5-21-38077573-387163758-1783380300-1002) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information	14-11-2021 09:19:20	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning	14-11-2021 09:18:10	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-7EVMU4TQ\mahendra SID (S-1-5-21-38077573-387163758-1783380300-1002) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information	14-11-2021 09:16:39	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\mahendra\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\Settings\settings.dat was cleared updating 1 keys and creating 1 modified pages.
